Id,Name,Birthday,Birth Country,Team Id,Team Name
8475163,Alex Chiasson,1990-10-01,CAN,23,Vancouver Canucks
8475171,Oliver Ekman-Larsson,1991-07-17,SWE,23,Vancouver Canucks
8476468,J.T. Miller,1993-03-14,USA,23,Vancouver Canucks
8476779,Brad Hunt,1988-08-24,CAN,23,Vancouver Canucks
8476871,Tanner Pearson,1992-08-10,CAN,23,Vancouver Canucks
8477335,Kyle Burroughs,1995-07-12,CAN,23,Vancouver Canucks
8477353,Tyler Motte,1995-03-10,USA,23,Vancouver Canucks
8477359,Tucker Poolman,1993-06-08,USA,23,Vancouver Canucks
8477450,Jason Dickinson,1995-07-04,CAN,23,Vancouver Canucks
8477500,Bo Horvat,1995-04-05,CAN,23,Vancouver Canucks
8477967,Thatcher Demko,1995-12-08,USA,23,Vancouver Canucks
8477996,Juho Lammikko,1996-01-29,FIN,23,Vancouver Canucks
8478146,Matthew Highmore,1996-02-27,CAN,23,Vancouver Canucks
8478444,Brock Boeser,1997-02-25,USA,23,Vancouver Canucks
8478856,Conor Garland,1996-03-11,USA,23,Vancouver Canucks
8480012,Elias Pettersson,1998-11-12,SWE,23,Vancouver Canucks
8480800,Quinn Hughes,1999-10-14,USA,23,Vancouver Canucks
8481535,Nils Hoglander,2000-12-20,SWE,23,Vancouver Canucks
8481617,Vasily Podkolzin,2001-06-24,RUS,23,Vancouver Canucks
8474641,Adam Henrique,1990-02-06,CAN,24,Anaheim Ducks
8479368,Max Jones,1998-02-17,USA,24,Anaheim Ducks
8479372,Josh Mahura,1998-05-05,CAN,24,Anaheim Ducks
8474031,Kevin Shattenkirk,1989-01-29,USA,24,Anaheim Ducks
8475164,Jakob Silfverberg,1990-10-13,SWE,24,Anaheim Ducks
8475235,Nicolas Deslauriers,1991-02-22,CAN,24,Anaheim Ducks
8475764,Cam Fowler,1991-12-05,CAN,24,Anaheim Ducks
8475842,Sam Carrick,1992-02-04,CAN,24,Anaheim Ducks
8476312,Josh Manson,1991-10-07,USA,24,Anaheim Ducks
8476434,John Gibson,1993-07-14,USA,24,Anaheim Ducks
8476483,Rickard Rakell,1993-05-05,SWE,24,Anaheim Ducks
8476854,Hampus Lindholm,1994-01-20,SWE,24,Anaheim Ducks
8476932,Anthony Stolarz,1994-01-20,USA,24,Anaheim Ducks
8477947,Sonny Milano,1996-05-12,USA,24,Anaheim Ducks
8478491,Jacob Larsson,1997-04-29,SWE,24,Anaheim Ducks
8478873,Troy Terry,1997-09-10,USA,24,Anaheim Ducks
8479351,Sam Steel,1998-02-03,CAN,24,Anaheim Ducks
8480031,Max Comtois,1999-01-08,CAN,24,Anaheim Ducks
8480806,Isac Lundestrom,1999-11-06,SWE,24,Anaheim Ducks
8481122,Simon Benoit,1998-09-19,CAN,24,Anaheim Ducks
8481533,Trevor Zegras,2001-03-20,USA,24,Anaheim Ducks
8482142,Jamie Drysdale,2002-04-08,CAN,24,Anaheim Ducks
8478528,Tanner Kero,1992-07-24,USA,25,Dallas Stars
8480988,Riley Damiani,2000-03-20,CAN,25,Dallas Stars
8470600,Ryan Suter,1985-01-21,USA,25,Dallas Stars
8470794,Joe Pavelski,1984-07-11,USA,25,Dallas Stars
8471228,Alexander Radulov,1986-07-05,RUS,25,Dallas Stars
8471284,Andrej Sekera,1986-06-08,SVK,25,Dallas Stars
8473994,Jamie Benn,1989-07-18,CAN,25,Dallas Stars
8474651,Braden Holtby,1989-09-16,CAN,25,Dallas Stars
8475794,Tyler Seguin,1992-01-31,CAN,25,Dallas Stars
8475825,Jani Hakanpaa,1992-03-31,FIN,25,Dallas Stars
8475906,John Klingberg,1992-08-14,SWE,25,Dallas Stars
8476822,Luke Glendening,1989-04-28,USA,25,Dallas Stars
8476889,Radek Faksa,1994-01-09,CZE,25,Dallas Stars
8476902,Esa Lindell,1994-05-23,FIN,25,Dallas Stars
8477290,Michael Raffl,1988-12-01,AUT,25,Dallas Stars
8477810,Joel Hanley,1991-06-08,CAN,25,Dallas Stars
8478449,Roope Hintz,1996-11-17,FIN,25,Dallas Stars
8478495,Denis Gurianov,1997-06-07,RUS,25,Dallas Stars
8479979,Jake Oettinger,1998-12-18,USA,25,Dallas Stars
8480027,Jason Robertson,1999-07-22,USA,25,Dallas Stars
8480036,Miro Heiskanen,1999-07-18,FIN,25,Dallas Stars
8480216,Jacob Peterson,1999-07-19,SWE,25,Dallas Stars
8481581,Thomas Harley,2001-08-19,USA,25,Dallas Stars
8481641,Joel Kiviranta,1996-03-23,FIN,25,Dallas Stars
8471303,Alexander Edler,1986-04-21,SWE,26,Los Angeles Kings
8476960,Andreas Athanasiou,1994-08-06,CAN,26,Los Angeles Kings
8480336,Sean Walker,1994-11-13,CAN,26,Los Angeles Kings
8476343,Garret Sparks,1993-06-28,USA,26,Los Angeles Kings
8479336,Carl Grundstrom,1997-12-01,SWE,26,Los Angeles Kings
8470606,Dustin Brown,1984-11-04,USA,26,Los Angeles Kings
8471685,Anze Kopitar,1987-08-24,SVN,26,Los Angeles Kings
8471734,Jonathan Quick,1986-01-21,USA,26,Los Angeles Kings
8474563,Drew Doughty,1989-12-08,CAN,26,Los Angeles Kings
8476479,Phillip Danault,1993-02-24,CAN,26,Los Angeles Kings
8476874,Olli Maatta,1994-08-22,FIN,26,Los Angeles Kings
8477361,Cal Petersen,1994-10-19,USA,26,Los Angeles Kings
8477960,Adrian Kempe,1996-09-13,SWE,26,Los Angeles Kings
8477962,Brendan Lemieux,1996-03-15,USA,26,Los Angeles Kings
8478042,Viktor Arvidsson,1993-04-08,SWE,26,Los Angeles Kings
8478911,Matt Roy,1995-03-01,USA,26,Los Angeles Kings
8479421,Jacob Moverare,1998-08-31,SWE,26,Los Angeles Kings
8479675,Trevor Moore,1995-03-31,USA,26,Los Angeles Kings
8479998,Mikey Anderson,1999-05-25,USA,26,Los Angeles Kings
8480072,Lias Andersson,1998-10-13,SWE,26,Los Angeles Kings
8480434,Sean Durzi,1998-10-21,CAN,26,Los Angeles Kings
8480845,Rasmus Kupari,2000-03-15,FIN,26,Los Angeles Kings
8481481,Blake Lizotte,1997-12-13,USA,26,Los Angeles Kings
8481560,Arthur Kaliyev,2001-06-26,UZB,26,Los Angeles Kings
8481600,Tobias Bjornfot,2001-04-06,SWE,26,Los Angeles Kings
8478099,Kevin Labanc,1995-12-12,USA,28,San Jose Sharks
8478136,Jacob Middleton,1996-01-02,CAN,28,San Jose Sharks
8478870,Rudolfs Balcers,1997-04-08,LVA,28,San Jose Sharks
8470613,Brent Burns,1985-03-09,CAN,28,San Jose Sharks
8471699,Andrew Cogliano,1987-06-14,CAN,28,San Jose Sharks
8471709,Marc-Edouard Vlasic,1987-03-30,CAN,28,San Jose Sharks
8473503,James Reimer,1988-03-15,CAN,28,San Jose Sharks
8474009,Nick Bonino,1988-04-20,USA,28,San Jose Sharks
8474578,Erik Karlsson,1990-05-31,SWE,28,San Jose Sharks
8476442,Matt Nieto,1992-11-05,USA,28,San Jose Sharks
8476881,Tomas Hertl,1993-11-12,CZE,28,San Jose Sharks
8477034,Jaycob Megna,1992-12-10,USA,28,San Jose Sharks
8478414,Timo Meier,1996-10-08,CHE,28,San Jose Sharks
8478467,Nicolas Meloche,1997-07-18,CAN,28,San Jose Sharks
8478499,Adin Hill,1996-05-11,CAN,28,San Jose Sharks
8479313,Zach Sawchenko,1997-12-30,CAN,28,San Jose Sharks
8479373,Jonathan Dahlen,1997-12-20,SWE,28,San Jose Sharks
8479393,Noah Gregor,1998-07-28,CAN,28,San Jose Sharks
8479705,Jeffrey Viel,1997-01-28,CAN,28,San Jose Sharks
8479981,Jonah Gadjovich,1998-10-12,CAN,28,San Jose Sharks
8479983,Mario Ferraro,1998-09-17,CAN,28,San Jose Sharks
8480060,Scott Reedy,1999-04-04,USA,28,San Jose Sharks
8480160,Radim Simek,1992-09-20,CZE,28,San Jose Sharks
8480847,Ryan Merkley,2000-08-14,CAN,28,San Jose Sharks
8481061,Jasper Weatherby,1998-01-22,USA,28,San Jose Sharks
8482222,Alexander Barabanov,1994-06-17,RUS,28,San Jose Sharks
8479941,Justin Danforth,1993-03-15,CAN,29,Columbus Blue Jackets
8480193,Daniil Tarasov,1999-03-27,RUS,29,Columbus Blue Jackets
8478460,Zach Werenski,1997-07-19,USA,29,Columbus Blue Jackets
8474161,Jakub Voracek,1989-08-15,CZE,29,Columbus Blue Jackets
8474679,Gustav Nyquist,1989-09-01,SWE,29,Columbus Blue Jackets
8475234,J-F Berube,1991-07-13,CAN,29,Columbus Blue Jackets
8476374,Sean Kuraly,1993-01-20,USA,29,Columbus Blue Jackets
8476432,Boone Jenner,1993-06-15,CAN,29,Columbus Blue Jackets
8476914,Joonas Korpisalo,1994-04-28,FIN,29,Columbus Blue Jackets
8477416,Oliver Bjorkstrand,1995-04-10,DNK,29,Columbus Blue Jackets
8477503,Max Domi,1995-03-02,CAN,29,Columbus Blue Jackets
8478007,Elvis Merzlikins,1994-04-13,LVA,29,Columbus Blue Jackets
8478458,Jack Roslovic,1997-01-29,USA,29,Columbus Blue Jackets
8478506,Gabriel Carlsson,1997-01-02,SWE,29,Columbus Blue Jackets
8478567,Dean Kukan,1993-07-08,CHE,29,Columbus Blue Jackets
8478882,Vladislav Gavrikov,1995-11-21,RUS,29,Columbus Blue Jackets
8479339,Patrik Laine,1998-04-19,FIN,29,Columbus Blue Jackets
8479369,Andrew Peeke,1998-03-17,USA,29,Columbus Blue Jackets
8479402,Jake Bean,1998-06-09,CAN,29,Columbus Blue Jackets
8480074,Alexandre Texier,1999-09-13,FRA,29,Columbus Blue Jackets
8480205,Emil Bemstrom,1999-06-01,SWE,29,Columbus Blue Jackets
8480762,Eric Robinson,1995-06-14,USA,29,Columbus Blue Jackets
8480871,Adam Boqvist,2000-08-15,SWE,29,Columbus Blue Jackets
8481161,Jake Christiansen,1999-09-12,CAN,29,Columbus Blue Jackets
8482475,Yegor Chinakhov,2001-02-01,RUS,29,Columbus Blue Jackets
8482705,Cole Sillinger,2003-05-16,USA,29,Columbus Blue Jackets
8474716,Jared Spurgeon,1989-11-29,CAN,30,Minnesota Wild
8476437,Victor Rask,1993-03-01,SWE,30,Minnesota Wild
8477541,Dakota Mermis,1994-01-05,USA,30,Minnesota Wild
8478413,Jordan Greenway,1997-02-16,USA,30,Minnesota Wild
8479520,Brandon Duhaime,1997-05-22,USA,30,Minnesota Wild
8481545,Hunter Jones,2000-09-21,CAN,30,Minnesota Wild
8471274,Alex Goligoski,1985-07-30,USA,30,Minnesota Wild
8474818,Jordie Benn,1987-07-26,CAN,30,Minnesota Wild
8475179,Dmitry Kulikov,1990-10-29,RUS,30,Minnesota Wild
8475220,Marcus Foligno,1991-08-10,USA,30,Minnesota Wild
8475660,Cam Talbot,1987-07-05,CAN,30,Minnesota Wild
8475692,Mats Zuccarello,1987-09-01,NOR,30,Minnesota Wild
8475750,Jon Merrill,1992-02-03,USA,30,Minnesota Wild
8475760,Nick Bjugstad,1992-07-17,USA,30,Minnesota Wild
8476463,Jonas Brodin,1993-07-12,SWE,30,Minnesota Wild
8476856,Matt Dumba,1994-07-25,CAN,30,Minnesota Wild
8477202,Andrew Hammond,1988-02-11,CAN,30,Minnesota Wild
8477451,Ryan Hartman,1994-09-20,USA,30,Minnesota Wild
8477919,Frederick Gaudreau,1993-05-01,CAN,30,Minnesota Wild
8477942,Kevin Fiala,1996-07-22,CHE,30,Minnesota Wild
8478039,Kaapo Kahkonen,1996-08-16,FIN,30,Minnesota Wild
8478493,Joel Eriksson Ek,1997-01-29,SWE,30,Minnesota Wild
8478864,Kirill Kaprizov,1997-04-26,RUS,30,Minnesota Wild
8479514,Rem Pitlick,1997-04-02,CAN,30,Minnesota Wild
8480884,Calen Addison,2000-04-11,CAN,30,Minnesota Wild
8480980,Connor Dewar,1999-06-26,CAN,30,Minnesota Wild
8481477,Nico Sturm,1995-05-03,DEU,30,Minnesota Wild
8481557,Matt Boldy,2001-04-05,USA,30,Minnesota Wild
8482079,Marco Rossi,2001-09-23,AUT,30,Minnesota Wild
8471218,Blake Wheeler,1986-08-31,USA,52,Winnipeg Jets
8473412,Bryan Little,1987-11-12,CAN,52,Winnipeg Jets
8481019,David Gustafsson,2000-04-11,SWE,52,Winnipeg Jets
8478031,Nelson Nogier,1996-05-27,CAN,52,Winnipeg Jets
8480049,Dylan Samberg,1999-01-24,USA,52,Winnipeg Jets
8481572,Ville Heinola,2001-03-02,FIN,52,Winnipeg Jets
8471669,Paul Stastny,1985-12-27,CAN,52,Winnipeg Jets
8475455,Brenden Dillon,1990-11-13,CAN,52,Winnipeg Jets
8476331,Dylan DeMelo,1993-05-01,CAN,52,Winnipeg Jets
8476392,Adam Lowry,1993-03-29,USA,52,Winnipeg Jets
8476460,Mark Scheifele,1993-03-15,CAN,52,Winnipeg Jets
8476470,Nathan Beaulieu,1992-12-05,CAN,52,Winnipeg Jets
8476945,Connor Hellebuyck,1993-05-19,USA,52,Winnipeg Jets
8476952,Dominic Toninato,1994-03-09,USA,52,Winnipeg Jets
8477220,Nate Schmidt,1991-07-16,USA,52,Winnipeg Jets
8477429,Andrew Copp,1994-07-08,USA,52,Winnipeg Jets
8477480,Eric Comrie,1995-07-06,CAN,52,Winnipeg Jets
8477504,Josh Morrissey,1995-03-28,CAN,52,Winnipeg Jets
8477940,Nikolaj Ehlers,1996-02-14,DNK,52,Winnipeg Jets
8478058,CJ Suess,1994-03-17,USA,52,Winnipeg Jets
8478398,Kyle Connor,1996-12-09,USA,52,Winnipeg Jets
8478424,Jansen Harkins,1997-05-23,USA,52,Winnipeg Jets
8478431,Evgeny Svechnikov,1996-10-31,RUS,52,Winnipeg Jets
8479378,Logan Stanley,1998-05-26,CAN,52,Winnipeg Jets
8479400,Pierre-Luc Dubois,1998-06-24,CAN,52,Winnipeg Jets
8480005,Kristian Vesalainen,1999-06-01,FIN,52,Winnipeg Jets
8480145,Neal Pionk,1995-07-29,USA,52,Winnipeg Jets
8480443,Kristian Reichel,1998-06-11,CZE,52,Winnipeg Jets
8482149,Cole Perfetti,2002-01-01,CAN,52,Winnipeg Jets
8474291,Jay Beagle,1985-10-16,CAN,53,Arizona Coyotes
8475622,Carter Hutton,1985-12-19,CAN,53,Arizona Coyotes
8476288,Ryan Dzingel,1992-03-09,USA,53,Arizona Coyotes
8476436,Dmitrij Jaskin,1993-03-23,RUS,53,Arizona Coyotes
8479345,Jakob Chychrun,1998-03-31,USA,53,Arizona Coyotes
8479982,Conor Timmins,1998-09-18,CAN,53,Arizona Coyotes
8470626,Loui Eriksson,1985-07-17,SWE,53,Arizona Coyotes
8471217,Andrew Ladd,1985-12-12,CAN,53,Arizona Coyotes
8471873,Anton Stralman,1986-08-01,SWE,53,Arizona Coyotes
8473548,Phil Kessel,1987-10-02,USA,53,Arizona Coyotes
8474062,Riley Nash,1989-05-09,CAN,53,Arizona Coyotes
8474849,Antoine Roussel,1989-11-21,FRA,53,Arizona Coyotes
8475728,Johan Larsson,1992-07-25,SWE,53,Arizona Coyotes
8475809,Scott Wedgewood,1992-08-14,CAN,53,Arizona Coyotes
8476329,Travis Boyd,1993-09-14,USA,53,Arizona Coyotes
8476851,Alex Galchenyuk,1994-02-12,USA,53,Arizona Coyotes
8476906,Shayne Gostisbehere,1993-04-20,USA,53,Arizona Coyotes
8477070,Liam O'Brien,1994-07-29,CAN,53,Arizona Coyotes
8477951,Nick Schmaltz,1996-02-23,USA,53,Arizona Coyotes
8478062,Dysin Mayo,1996-08-17,CAN,53,Arizona Coyotes
8478432,Christian Fischer,1997-04-15,USA,53,Arizona Coyotes
8478474,Lawson Crouse,1997-06-23,CAN,53,Arizona Coyotes
8478476,Kyle Capobianco,1997-08-13,CAN,53,Arizona Coyotes
8478872,Karel Vejmelka,1996-05-25,CZE,53,Arizona Coyotes
8479341,Cam Dineen,1998-06-19,USA,53,Arizona Coyotes
8479343,Clayton Keller,1998-07-29,USA,53,Arizona Coyotes
8480849,Barrett Hayton,2000-06-09,CAN,53,Arizona Coyotes
8480950,Ilya Lyubushkin,1994-04-06,RUS,53,Arizona Coyotes
8482655,Janis Moser,2000-06-06,CHE,53,Arizona Coyotes
8474157,Max Pacioretty,1988-11-20,USA,54,Vegas Golden Knights
8474166,Alec Martinez,1987-07-26,USA,54,Vegas Golden Knights
8478403,Jack Eichel,1996-10-28,USA,54,Vegas Golden Knights
8479980,Nicolas Hague,1998-12-05,CAN,54,Vegas Golden Knights
8479991,Jake Leschyshyn,1999-03-10,USA,54,Vegas Golden Knights
8480007,Jonas Rondbjerg,1999-03-31,DNK,54,Vegas Golden Knights
8482624,Daniil Miromanov,1997-07-11,RUS,54,Vegas Golden Knights
8474149,Evgenii Dadonov,1989-03-12,RUS,54,Vegas Golden Knights
8474565,Alex Pietrangelo,1990-01-18,CAN,54,Vegas Golden Knights
8475188,Brayden McNabb,1991-01-21,CAN,54,Vegas Golden Knights
8475191,Reilly Smith,1991-04-01,CAN,54,Vegas Golden Knights
8475215,Robin Lehner,1991-07-24,SWE,54,Vegas Golden Knights
8475913,Mark Stone,1992-05-13,CAN,54,Vegas Golden Knights
8476316,Laurent Brossoit,1993-03-23,CAN,54,Vegas Golden Knights
8476448,William Karlsson,1993-01-08,SWE,54,Vegas Golden Knights
8476539,Jonathan Marchessault,1990-12-27,CAN,54,Vegas Golden Knights
8476905,Chandler Stephenson,1994-04-22,CAN,54,Vegas Golden Knights
8477018,Ben Hutton,1993-04-20,CAN,54,Vegas Golden Knights
8477406,Mattias Janmark,1992-12-08,SWE,54,Vegas Golden Knights
8477447,Shea Theodore,1995-08-03,CAN,54,Vegas Golden Knights
8477478,William Carrier,1994-12-20,CAN,54,Vegas Golden Knights
8478020,Michael Amadio,1996-05-13,CAN,54,Vegas Golden Knights
8478434,Keegan Kolesar,1997-04-08,CAN,54,Vegas Golden Knights
8478462,Nicolas Roy,1997-02-05,CAN,54,Vegas Golden Knights
8478996,Adam Brooks,1996-05-06,CAN,54,Vegas Golden Knights
8479353,Brett Howden,1998-03-29,CAN,54,Vegas Golden Knights
8479639,Dylan Coghlan,1998-02-19,CAN,54,Vegas Golden Knights
8479974,Nolan Patrick,1998-09-19,CAN,54,Vegas Golden Knights
8480313,Logan Thompson,1997-02-25,CAN,54,Vegas Golden Knights
8480727,Zach Whitecloud,1996-11-28,CAN,54,Vegas Golden Knights
8479293,Brandon Tanev,1991-12-31,CAN,55,Seattle Kraken
8478407,Vince Dunn,1996-10-29,CAN,55,Seattle Kraken
8478891,Mason Appleton,1996-01-15,USA,55,Seattle Kraken
8479986,Kole Lind,1998-10-16,CAN,55,Seattle Kraken
8470966,Mark Giordano,1983-10-03,CAN,55,Seattle Kraken
8474586,Jordan Eberle,1990-05-15,CAN,55,Seattle Kraken
8475149,Marcus Johansson,1990-10-06,SWE,55,Seattle Kraken
8475714,Calle Jarnkrok,1991-09-25,SWE,55,Seattle Kraken
8475768,Jaden Schwartz,1992-06-25,CAN,55,Seattle Kraken
8475772,Riley Sheahan,1991-12-07,CAN,55,Seattle Kraken
8475820,Joonas Donskoi,1992-04-13,FIN,55,Seattle Kraken
8475831,Philipp Grubauer,1991-11-25,DEU,55,Seattle Kraken
8476278,Colin Blackwell,1993-03-28,USA,55,Seattle Kraken
8476457,Adam Larsson,1992-11-12,SWE,55,Seattle Kraken
8476467,Jamie Oleksiak,1992-12-21,CAN,55,Seattle Kraken
8476826,Yanni Gourde,1991-12-15,CAN,55,Seattle Kraken
8476904,Chris Driedger,1994-05-18,CAN,55,Seattle Kraken
8477369,Carson Soucy,1994-07-27,CAN,55,Seattle Kraken
8477505,Alex Wennberg,1994-09-22,SWE,55,Seattle Kraken
8477938,Haydn Fleury,1996-07-08,CAN,55,Seattle Kraken
8477955,Jared McCann,1996-05-31,CAN,55,Seattle Kraken
8477987,Ryan Donato,1996-04-09,USA,55,Seattle Kraken
8478468,Jeremy Lauzon,1997-04-28,CAN,55,Seattle Kraken
8478840,Will Borgen,1996-12-19,USA,55,Seattle Kraken
8479987,Morgan Geekie,1998-07-20,CAN,55,Seattle Kraken
